1376409631	15400001
2207346631	15400002
285785631	15400003
1686171631	15400004
314941631	15400005
66750631	15400006
298949631	15400007
1381533631	15400008
145447631	15400009
192922631	15400010
613244631	15400011
33179631	15400012
108604631	15400013
335071631	15400014
213217631	15400015
251836631	15400016
105932631	15400017
416452631	15400018
344038631	15400019
981294631	15400020
1234161631	15400021
309087631	15400022
425234631	15400023
314739631	15400024
213871631	15400025
51288631	15400026
1470606631	15400027
2198128631	15400028
587746631	15400029
2198749631	15400030
993759631	15400031
709722631	15400032
254493631	15400033
375418631	15400034
231925631	15400035
91710631	15400036
586086631	15400037
926079631	15400038
563107631	15400039
192216631	15400040
1961805631	15400041
279300631	15400042
567675631	15400043
518501631	15400044
128381631	15400045
228114631	15400046
122051631	15400047
2205912631	15400048
227173631	15400049
15991631	15400050
623282631	15400051
867915631	15400052
99045631	15400053
326322631	15400054
129649631	15400055
615725631	15400056
232971631	15400057
1449768631	15400058
584609631	15400059
1162956631	15400060
1210146631	15400061
427154631	15400062
2184155631	15400063
618791631	15400064
528610631	15400065
1856343631	15400066
434000631	15400067
144665631	15400068
1693869631	15400069
1209018631	15400070
470315631	15400071
2204920631	15400072
111149631	15400073
705696631	15400074
168587631	15400075
1668543631	15400076
303595631	15400077
177151631	15400078
79218631	15400079
255135631	15400080
1164609631	15400081
474741631	15400082
1330734631	15400083
117587631	15400084
1532574631	15400085
38970631	15400086
2225223631	15400087
1452393631	15400088
1325922631	15400089
385690631	15400090
896454631	15400091
287458631	15400092
244920631	15400093
258955631	15400094
95689631	15400095
111371631	15400096
401291631	15400097
156987631	15400098
194860631	15400099
2155689631	15400100
878493631	15400101
1697328631	15400102
2159191631	15400103
966189631	15400104
1722144631	15400105
192217631	15400106
78249631	15400107
561906631	15400108
1257246631	15400109
86033631	15400110
1644531631	15400111
116590631	15400112
1547856631	15400113
561833631	15400114
1961856631	15400115
375210631	15400116
1526601631	15400117
815292631	15400118
351075631	15400119
1386594631	15400120
185209631	15400121
513093631	15400122
74163631	15400123
990666631	15400124
1633383631	15400125
1912491631	15400126
154153631	15400127
602229631	15400128
2189400631	15400129
1559499631	15400130
2199606631	15400131
299743631	15400132
35372631	15400133
50579631	15400134
1585329631	15400135
1176039631	15400136
801426631	15400137
971769631	15400138
1360836631	15400139
151963631	15400140
2228217631	15400141
2183196631	15400142
277775631	15400143
22534631	15400144
302979631	15400145
438957631	15400146
15317631	15400147
263828631	15400148
2204064631	15400149
579257631	15400150
488030631	15400151
2227218631	15400152
1327257631	15400153
2150889631	15400154
2208318631	15400155
1478562631	15400156
271530631	15400157
50077631	15400158
1658268631	15400159
178312631	15400160
277712631	15400161
831048631	15400162
622064631	15400163
142843631	15400164
2226015631	15400165
1135899631	15400166
761295631	15400167
83086631	15400168
1920609631	15400169
556793631	15400170
2221446631	15400171
1218234631	15400172
298926631	15400173
1863822631	15400174
613965631	15400175
930072631	15400176
457460631	15400177
20428631	15400178
2228376631	15400179
1849431631	15400180
1461126631	15400181
2202258631	15400182
393445631	15400183
1466619631	15400184
1270695631	15400185
155335631	15400186
966339631	15400187
142792631	15400188
28583631	15400189
1606998631	15400190
2205610631	15400191
79413631	15400192
66469631	15400193
603943631	15400194
131164631	15400195
600699631	15400196
774087631	15400197
587087631	15400198
1458171631	15400199
853104631	15400200
39038631	15400201
366137631	15400202
85278631	15400203
228005631	15400204
2190753631	15400205
1029570631	15400206
21674631	15400207
796269631	15400208
258430631	15400209
2178059631	15400210
1068207631	15400211
320555631	15400212
